locus;location;strand;ATG;end
alr4701;Chr;direct;5605730;5606173
alr4702;Chr;direct;5606218;5608104
alr4703;Chr;direct;5608276;5609967
all4704;Chr;comp;5610476;5609943
all4705;Chr;comp;5611514;5610552
alr4706;Chr;direct;5611695;5612000
asr4707;Chr;direct;5612311;5612553
all4708;Chr;comp;5613579;5612944
all4709;Chr;comp;5614228;5613785
all4710;Chr;comp;5615383;5614382
alr4711;Chr;direct;5615559;5616830
alr4712;Chr;direct;5616805;5617491
all4713;Chr;comp;5618550;5617552
alr4714;Chr;direct;5618848;5619546
alr4715;Chr;direct;5619760;5621511
alr4716;Chr;direct;5621596;5623002
alr4717;Chr;direct;5623138;5623788
alr4718;Chr;direct;5624029;5625309
all4719;Chr;comp;5626157;5625426
alr4720;Chr;direct;5626657;5626962
all4721;Chr;comp;5627989;5627339
all4722;Chr;comp;5629149;5628088
all4723;Chr;comp;5631098;5629260
all4724;Chr;comp;5632442;5631210
all4725;Chr;comp;5633512;5632502
all4726;Chr;comp;5634740;5633625
all4727;Chr;comp;5635453;5634737
asl4728;Chr;comp;5635657;5635490
all4729;Chr;comp;5636422;5635712
all4730;Chr;comp;5638307;5637279
all4731;Chr;comp;5639063;5638395
all4732;Chr;comp;5640939;5639128
alr4733;Chr;direct;5641382;5645068
alr4734;Chr;direct;5645251;5645793
all4735;Chr;comp;5647002;5646448
all4736;Chr;comp;5648079;5647525
all4737;Chr;comp;5648935;5648264
alr4738;Chr;direct;5649034;5650506
alr4739;Chr;direct;5650662;5651294
alr4740;Chr;direct;5651369;5651956
alr4741;Chr;direct;5652121;5653788
alr4742;Chr;direct;5654599;5656185
asl4743;Chr;comp;5656583;5656392
all4744;Chr;comp;5658599;5656758
alr4745;Chr;direct;5658889;5660316
alr4746;Chr;direct;5660424;5661314
asr4747;Chr;direct;5661594;5661842
asl4748;Chr;comp;5662298;5662071
all4749;Chr;comp;5663207;5662803
all4750;Chr;comp;5664216;5663530
all4751;Chr;comp;5665216;5664299
all4752;Chr;comp;5666334;5665348
asl4753;Chr;comp;5666570;5666412
asl4754;Chr;comp;5666703;5666599
alr4755;Chr;direct;5666977;5668065
all4756;Chr;comp;5669344;5668382
all4757;Chr;comp;5669990;5669640
alr4758;Chr;direct;5670374;5671153
all4759;Chr;comp;5672925;5671156
all4760;Chr;comp;5673955;5672993
all4761;Chr;comp;5674650;5674117
all4762;Chr;comp;5676602;5674881
all4763;Chr;comp;5677538;5676915
all4764;Chr;comp;5677837;5677538
asl4765;Chr;comp;5678169;5677966
alr4766;Chr;direct;5678382;5679743
all4767;Chr;comp;5680709;5680218
all4768;Chr;comp;5681307;5680792
alr4769;Chr;direct;5682194;5682877
all4770;Chr;comp;5683508;5682996
all4771;Chr;comp;5684226;5683594
alr4772;Chr;direct;5684514;5685095
alr4773;Chr;direct;5685100;5687439
all4774;Chr;comp;5688359;5687436
asr4775;Chr;direct;5688573;5688833
all4776;Chr;comp;5691186;5689216
alr4777;Chr;direct;5691446;5691991
all4778;Chr;comp;5694116;5692233
all4779;Chr;comp;5694879;5694331
all4780;Chr;comp;5696477;5695242
alr4781;Chr;direct;5696681;5697979
all4782;Chr;comp;5698656;5698282
alr4783;Chr;direct;5698876;5699406
alr4784;Chr;direct;5699645;5700904
alr4785;Chr;direct;5700993;5701292
alr4786;Chr;direct;5701563;5702315
alr4787;Chr;direct;5702457;5703989
alr4788;Chr;direct;5704099;5704620
all4789;Chr;comp;5707308;5704840
all4790;Chr;comp;5708230;5707397
all4791;Chr;comp;5709381;5708440
all4792;Chr;comp;5710497;5709700
all4793;Chr;comp;5711580;5710639
alr4794;Chr;direct;5712056;5714242
alr4795;Chr;direct;5714434;5714907
all4796;Chr;comp;5715605;5714994
all4797;Chr;comp;5716404;5715892
alr4798;Chr;direct;5716795;5717997
all4799;Chr;comp;5718706;5718077
alr4800;Chr;direct;5719117;5719518
all4801;Chr;comp;5720705;5720145
all4802;Chr;comp;5721298;5720972
alr4803;Chr;direct;5721473;5722246
all4804;Chr;comp;5722725;5722249
asl4805;Chr;comp;5723004;5722807
alr4806;Chr;direct;5723605;5724888
alr4807;Chr;direct;5725083;5726129
alr4808;Chr;direct;5726185;5727459
asr4809;Chr;direct;5728364;5728576
alr4810;Chr;direct;5728602;5728919
alr4811;Chr;direct;5729170;5729970
alr4812;Chr;direct;5730214;5730861
all4813;Chr;comp;5732846;5730918
alr4814;Chr;direct;5733011;5733499
alr4815;Chr;direct;5733911;5735155
all4816;Chr;comp;5735891;5735451
all4817;Chr;comp;5736244;5735861
alr4818;Chr;direct;5736457;5737017
alr4819;Chr;direct;5737010;5737366
all4820;Chr;comp;5739259;5737373
alr4821;Chr;direct;5740065;5741123
all4822;Chr;comp;5742594;5741320
alr4823;Chr;direct;5743193;5743900
all4824;Chr;comp;5744740;5743901
all4825;Chr;comp;5745358;5744777
all4826;Chr;comp;5746399;5745455
asl4827;Chr;comp;5746537;5746424
all4828;Chr;comp;5747502;5746681
all4829;Chr;comp;5748797;5748039
all4830;Chr;comp;5750047;5748908
alr4831;Chr;direct;5750530;5751465
all4832;Chr;comp;5752928;5751639
alr4833;Chr;direct;5753083;5754450
all4834;Chr;comp;5759169;5754514
all4835;Chr;comp;5760494;5759190
alr4836;Chr;direct;5761178;5761654
alr4837;Chr;direct;5761880;5762599
all4838;Chr;comp;5764954;5762621
alr4839;Chr;direct;5765805;5766278
alr4840;Chr;direct;5766369;5767964
alr4841;Chr;direct;5768033;5768890
alr4842;Chr;direct;5768957;5770399
all4843;Chr;comp;5771036;5770422
all4844;Chr;comp;5771677;5771090
all4845;Chr;comp;5772817;5771825
alr4846;Chr;direct;5773043;5773840
alr4847;Chr;direct;5774263;5775159
alr4848;Chr;direct;5775289;5776377
alr4849;Chr;direct;5776716;5777624
alr4850;Chr;direct;5777859;5778401
alr4851;Chr;direct;5778711;5781503
alr4852;Chr;direct;5781710;5782351
alr4853;Chr;direct;5782444;5783610
alr4854;Chr;direct;5783774;5784349
all4855;Chr;comp;5784768;5784388
asl4856;Chr;comp;5785038;5784781
all4857;Chr;comp;5786275;5785088
asr4858;Chr;direct;5786506;5786676
all4859;Chr;comp;5787830;5786820
asl4860;Chr;comp;5788232;5787978
all4861;Chr;comp;5791249;5788301
asl4862;Chr;comp;5791720;5791487
alr4863;Chr;direct;5791937;5794936
alr4864;Chr;direct;5795026;5796525
asl4865;Chr;comp;5796892;5796701
alr4866;Chr;direct;5796899;5797981
all4867;Chr;comp;5798580;5798068
all4868;Chr;comp;5799179;5798610
all4869;Chr;comp;5800339;5799761
alr4870;Chr;direct;5800515;5802626
all4871;Chr;comp;5803490;5802627
all4872;Chr;comp;5804047;5803604
all4873;Chr;comp;5804582;5804271
all4874;Chr;comp;5805392;5804715
all4875;Chr;comp;5806404;5805418
alr4876;Chr;direct;5806696;5807079
alr4877;Chr;direct;5807437;5809233
alr4878;Chr;direct;5809643;5812468
alr4879;Chr;direct;5812606;5813829
alr4880;Chr;direct;5814307;5815638
alr4881;Chr;direct;5815887;5817035
alr4882;Chr;direct;5817051;5818079
all4883;Chr;comp;5819703;5818141
all4884;Chr;comp;5821671;5820139
all4885;Chr;comp;5822750;5821875
all4886;Chr;comp;5823301;5822843
all4887;Chr;comp;5824938;5823472
alr4888;Chr;direct;5825080;5825940
asl4889;Chr;comp;5826200;5825988
alr4890;Chr;direct;5826199;5827509
alr4891;Chr;direct;5827615;5830230
all4892;Chr;comp;5831623;5830253
alr4893;Chr;direct;5831763;5833793
all4894;Chr;comp;5834301;5833876
all4895;Chr;comp;5835818;5834400
all4896;Chr;comp;5837391;5835841
all4897;Chr;comp;5840664;5838199
alr4898;Chr;direct;5841139;5842188
asr4899;Chr;direct;5842407;5842658
all4900;Chr;comp;5845576;5842967
all4901;Chr;comp;5846906;5845563
all4902;Chr;comp;5848133;5846928
asl4903;Chr;comp;5848553;5848338
all4904;Chr;comp;5849697;5848993
alr4905;Chr;direct;5850344;5851999
all4906;Chr;comp;5852740;5852102
alr4907;Chr;direct;5853242;5854162
alr4908;Chr;direct;5854309;5854914
alr4909;Chr;direct;5855034;5856512
asr4910;Chr;direct;5856834;5857013
alr4911;Chr;direct;5857010;5859082
alr4912;Chr;direct;5859210;5859776
alr4913;Chr;direct;5859842;5860393
alr4914;Chr;direct;5860502;5860972
alr4915;Chr;direct;5860986;5861927
all4916;Chr;comp;5863526;5861928
alr4917;Chr;direct;5863684;5865372
asl4918;Chr;comp;5865611;5865369
alr4919;Chr;direct;5866137;5868125
asr4920;Chr;direct;5868158;5868400
alr4921;Chr;direct;5868406;5868753
alr4922;Chr;direct;5868801;5869202
all4923;Chr;comp;5870247;5869288
all4924;Chr;comp;5872823;5870247
all4925;Chr;comp;5873989;5872967
all4926;Chr;comp;5878094;5874273
all4927;Chr;comp;5878941;5878468
all4928;Chr;comp;5879518;5878934
all4929;Chr;comp;5882071;5879759
alr4930;Chr;direct;5882362;5882781
all4931;Chr;comp;5883784;5883107
alr4932;Chr;direct;5884062;5886029
all4933;Chr;comp;5887548;5886142
alr4934;Chr;direct;5887754;5888971
all4935;Chr;comp;5891031;5889046
all4936;Chr;comp;5893920;5891983
asr4937;Chr;direct;5894083;5894292
alr4938;Chr;direct;5894374;5895513
alr4939;Chr;direct;5895759;5896199
all4940;Chr;comp;5896637;5896215
all4941;Chr;comp;5897224;5896856
asr4942;Chr;direct;5897289;5897489
alr4943;Chr;direct;5897549;5898562
alr4944;Chr;direct;5898537;5899175
all4945;Chr;comp;5900287;5899337
all4946;Chr;comp;5901130;5900375
all4947;Chr;comp;5902599;5901139
asl4948;Chr;comp;5902837;5902652
alr4949;Chr;direct;5902941;5904299
all4950;Chr;comp;5905189;5904398
asr4951;Chr;direct;5905291;5905536
alr4952;Chr;direct;5905547;5905939
alr4953;Chr;direct;5906074;5907018
alr4954;Chr;direct;5907159;5908529
all4955;Chr;comp;5910402;5908582
all4956;Chr;comp;5911639;5910449
alr4957;Chr;direct;5911892;5912968
alr4958;Chr;direct;5913275;5915707
asr4959;Chr;direct;5915786;5916055
all4960;Chr;comp;5918398;5916386
alr4961;Chr;direct;5918641;5920389
all4962;Chr;comp;5921871;5920609
all4963;Chr;comp;5925392;5921925
alr4964;Chr;direct;5926387;5926719
alr4965;Chr;direct;5927545;5928084
all4966;Chr;comp;5929280;5928126
all4967;Chr;comp;5930019;5929366
all4968;Chr;comp;5931473;5930094
all4969;Chr;comp;5933126;5931570
all4970;Chr;comp;5935335;5933239
asl4971;Chr;comp;5935659;5935507
all4972;Chr;comp;5936659;5936120
alr4973;Chr;direct;5936788;5937987
alr4974;Chr;direct;5938004;5939161
alr4975;Chr;direct;5939190;5939867
alr4976;Chr;direct;5939982;5941556
alr4977;Chr;direct;5942015;5942341
all4978;Chr;comp;5948184;5947510
alr4979;Chr;direct;5948287;5948940
all4980;Chr;comp;5949427;5949032
all4981;Chr;comp;5952137;5950197
all4982;Chr;comp;5952895;5952134
all4983;Chr;comp;5953389;5952892
alr4984;Chr;direct;5954141;5954752
all4985;Chr;comp;5957218;5954798
all4986;Chr;comp;5958462;5957521
asr4987;Chr;direct;5958745;5958969
all4988;Chr;comp;5959743;5959066
all4989;Chr;comp;5962148;5959869
alr4990;Chr;direct;5962466;5963002
all4991;Chr;comp;5963937;5963080
alr4992;Chr;direct;5964323;5965423
alr4993;Chr;direct;5965755;5966213
asl4994;Chr;comp;5966580;5966308
alr4995;Chr;direct;5966840;5968951
alr4996;Chr;direct;5968984;5969487
asr4997;Chr;direct;5969505;5969783
all4998;Chr;comp;5970512;5969829
all4999;Chr;comp;5972318;5970525
alr5000;Chr;direct;5972376;5974013
alr5001;Chr;direct;5974389;5974811
all5002;Chr;comp;5975775;5974840
all5003;Chr;comp;5976945;5976127
asr5004;Chr;direct;5976923;5977135
alr5005;Chr;direct;5977128;5977589
all5006;Chr;comp;5978063;5977644
alr5007;Chr;direct;5978244;5979596
all5008;Chr;comp;5980670;5979600
all5009;Chr;comp;5981550;5980750
alr5010;Chr;direct;5981663;5983153
all5011;Chr;comp;5984194;5983232
all5012;Chr;comp;5985603;5984215
all5013;Chr;comp;5986171;5985728
all5014;Chr;comp;5987354;5986506
asl5015;Chr;comp;5987726;5987538
all5016;Chr;comp;5989040;5988219
all5017;Chr;comp;5990172;5989462
all5018;Chr;comp;5990575;5990165
all5019;Chr;comp;5992128;5990851
all5020;Chr;comp;5992771;5992220
alr5021;Chr;direct;5993003;5993698
all5022;Chr;comp;5995366;5993945
all5023;Chr;comp;5996584;5995541
all5024;Chr;comp;5997422;5996664
all5025;Chr;comp;5997998;5997654
all5026;Chr;comp;5999552;5998071
alr5027;Chr;direct;5999709;6000206
alr5028;Chr;direct;6000221;6001111
all5029;Chr;comp;6001674;6001201
alr5030;Chr;direct;6001817;6002332
alr5031;Chr;direct;6002371;6002976
alr5032;Chr;direct;6002973;6004058
asl5033;Chr;comp;6004484;6004332
alr5034;Chr;direct;6004584;6005405
alr5035;Chr;direct;6005520;6006830
all5036;Chr;comp;6008324;6006912
all5037;Chr;comp;6009256;6008477
all5038;Chr;comp;6009987;6009574
all5039;Chr;comp;6011529;6010081
all5040;Chr;comp;6012721;6011909
asl5041;Chr;comp;6013697;6013464
all5042;Chr;comp;6015187;6014294
all5043;Chr;comp;6016323;6015241
all5044;Chr;comp;6017468;6016323
alr5045;Chr;direct;6018073;6019905
all5046;Chr;comp;6020401;6019997
all5047;Chr;comp;6021038;6020385
asl5048;Chr;comp;6021473;6021306
alr5049;Chr;direct;6021537;6022046
alr5050;Chr;direct;6022349;6024031
alr5051;Chr;direct;6024151;6024726
all5052;Chr;comp;6026134;6024758
alr5053;Chr;direct;6026349;6028163
asr5054;Chr;direct;6028479;6028694
alr5055;Chr;direct;6028907;6029521
all5056;Chr;comp;6029922;6029578
all5057;Chr;comp;6030675;6030127
all5058;Chr;comp;6031432;6030875
alr5059;Chr;direct;6031627;6032733
all5060;Chr;comp;6033398;6032826
alr5061;Chr;direct;6033466;6034464
all5062;Chr;comp;6035548;6034535
all5063;Chr;comp;6036292;6035666
asl5064;Chr;comp;6036456;6036295
alr5065;Chr;direct;6036699;6038183
alr5066;Chr;direct;6038304;6039299
alr5067;Chr;direct;6039497;6039844
alr5068;Chr;direct;6040056;6040541
all5069;Chr;comp;6041305;6040568
alr5070;Chr;direct;6041823;6042290
asr5071;Chr;direct;6042479;6042766
asl5072;Chr;comp;6043006;6042845
all5073;Chr;comp;6044458;6043031
all5074;Chr;comp;6046191;6044626
alr5075;Chr;direct;6046940;6048382
all5076;Chr;comp;6049855;6048452
all5077;Chr;comp;6050763;6050005
all5078;Chr;comp;6051659;6050793
asl5079;Chr;comp;6052547;6052251
asr5080;Chr;direct;6052699;6052854
alr5081;Chr;direct;6052883;6053236
all5082;Chr;comp;6054416;6053790
asl5083;Chr;comp;6054839;6054612
alr5084;Chr;direct;6054894;6057401
asl5085;Chr;comp;6057814;6057554
alr5086;Chr;direct;6058707;6059231
alr5087;Chr;direct;6059508;6059882
all5088;Chr;comp;6060593;6060003
all5089;Chr;comp;6062105;6060669
all5090;Chr;comp;6062848;6062360
all5091;Chr;comp;6063810;6062854
asr5092;Chr;direct;6063845;6064033
all5093;Chr;comp;6064844;6064227
all5094;Chr;comp;6066279;6065182
alr5095;Chr;direct;6066869;6067558
all5096;Chr;comp;6068964;6067654
all5097;Chr;comp;6069842;6069141
all5098;Chr;comp;6070628;6070194
alr5099;Chr;direct;6070730;6071350
all5100;Chr;comp;6077100;6071380
alr5101;Chr;direct;6077381;6079672
all5102;Chr;comp;6080410;6079688
alr5103;Chr;direct;6080786;6082021
all5104;Chr;comp;6084620;6082134
all5105;Chr;comp;6086906;6084684
all5106;Chr;comp;6089689;6087242
all5107;Chr;comp;6092399;6089742
all5108;Chr;comp;6094692;6092491
asr5109;Chr;direct;6094774;6094998
all5110;Chr;comp;6097412;6095025
all5111;Chr;comp;6100392;6097504
all5112;Chr;comp;6102979;6100478
all5113;Chr;comp;6105521;6103071
all5114;Chr;comp;6108344;6105588
all5115;Chr;comp;6111145;6108404
all5116;Chr;comp;6113088;6111322
alr5117;Chr;direct;6113285;6114310
all5118;Chr;comp;6115355;6114366
all5119;Chr;comp;6116030;6115368
all5120;Chr;comp;6118122;6116158
alr5121;Chr;direct;6118342;6118953
all5122;Chr;comp;6119374;6119015
all5123;Chr;comp;6121045;6119534
alr5124;Chr;direct;6121205;6121768
alr5125;Chr;direct;6121892;6123172
alr5126;Chr;direct;6123427;6124290
alr5127;Chr;direct;6124424;6126574
asl5128;Chr;comp;6126732;6126610
alr5129;Chr;direct;6126859;6127209
all5130;Chr;comp;6127792;6127241
all5131;Chr;comp;6129010;6127802
all5132;Chr;comp;6129941;6129498
all5133;Chr;comp;6130230;6129922
alr5134;Chr;direct;6130331;6130747
alr5135;Chr;direct;6130769;6131071
all5136;Chr;comp;6132462;6131152
all5137;Chr;comp;6134676;6132511
all5138;Chr;comp;6135855;6134824
asr5139;Chr;direct;6136565;6136807
alr5140;Chr;direct;6136900;6137211
alr5141;Chr;direct;6137283;6137615
asr5142;Chr;direct;6137778;6138020
alr5143;Chr;direct;6138040;6138390
asr5144;Chr;direct;6139041;6139277
asr5145;Chr;direct;6139761;6140018
asr5146;Chr;direct;6140331;6140585
alr5147;Chr;direct;6140780;6142930
alr5148;Chr;direct;6143048;6144451
alr5149;Chr;direct;6144793;6145452
alr5150;Chr;direct;6145597;6146274
alr5151;Chr;direct;6146377;6148236
alr5152;Chr;direct;6148327;6149295
all5153;Chr;comp;6150908;6149409
alr5154;Chr;direct;6151418;6153676
alr5155;Chr;direct;6153799;6156024
alr5156;Chr;direct;6156174;6156680
alr5157;Chr;direct;6156759;6157142
alr5158;Chr;direct;6157112;6157552
alr5159;Chr;direct;6157902;6158927
alr5160;Chr;direct;6158974;6159534
alr5161;Chr;direct;6159528;6159995
alr5162;Chr;direct;6160151;6161182
all5163;Chr;comp;6162101;6161214
alr5164;Chr;direct;6162334;6163539
all5165;Chr;comp;6163955;6163611
all5166;Chr;comp;6164617;6164021
all5167;Chr;comp;6165502;6164816
alr5168;Chr;direct;6165872;6166831
all5169;Chr;comp;6167439;6166966
all1516C;Chr;comp;1716796;1716740
all1516N;Chr;comp;1776518;1776225
asl5170;Chr;comp;6167907;6167611
all5171;Chr;comp;6168341;6167904
all5172;Chr;comp;6168938;6168564
all5173;Chr;comp;6171920;6169023
all5174;Chr;comp;6173895;6172090
asr5175;Chr;direct;6174188;6174385
all5176;Chr;comp;6175028;6174621
all5177;Chr;comp;6175631;6175185
alr5178;Chr;direct;6175730;6176527
all5179;Chr;comp;6177284;6176622
alr5180;Chr;direct;6177417;6178118
alr5181;Chr;direct;6178247;6178546
alr5182;Chr;direct;6179003;6179860
asr5183;Chr;direct;6180102;6180359
all5184;Chr;comp;6181771;6180371
all5185;Chr;comp;6183440;6181911
alr5186;Chr;direct;6183624;6184376
asr5187;Chr;direct;6184409;6184561
alr5188;Chr;direct;6184539;6185207
alr5189;Chr;direct;6185434;6187047
alr5190;Chr;direct;6187060;6187527
all5191;Chr;comp;6189316;6187790
all5192;Chr;comp;6190558;6189557
all5193;Chr;comp;6192394;6190592
all5194;Chr;comp;6193555;6192395
all5195;Chr;comp;6194992;6193736
all5196;Chr;comp;6196304;6195033
alr5197;Chr;direct;6196963;6198183
alr5198;Chr;direct;6198131;6199312
alr5199;Chr;direct;6199403;6201250
alr5200;Chr;direct;6201174;6201986
alr5201;Chr;direct;6201983;6203275
alr5202;Chr;direct;6203285;6204574
alr5203;Chr;direct;6204692;6205735
alr5204;Chr;direct;6206030;6206362
alr5205;Chr;direct;6206589;6207287
all5206;Chr;comp;6209009;6207390
all5207;Chr;comp;6210848;6209607
alr5208;Chr;direct;6211060;6211578
alr5209;Chr;direct;6211799;6212188
all5210;Chr;comp;6216880;6212204
alr5211;Chr;direct;6217311;6218723
alr5212;Chr;direct;6218728;6219243
all5213;Chr;comp;6220304;6219420
alr5214;Chr;direct;6220606;6221697
all5215;Chr;comp;6225382;6221825
alr5216;Chr;direct;6225679;6227007
alr5217;Chr;direct;6227235;6227777
all5218;Chr;comp;6229514;6228174
all5219;Chr;comp;6231307;6229835
alr5220;Chr;direct;6231571;6231897
all5221;Chr;comp;6233063;6232257
all5222;Chr;comp;6235497;6233353
alr5223;Chr;direct;6236642;6237991
alr5224;Chr;direct;6238321;6238755
alr5225;Chr;direct;6239222;6240484
alr5226;Chr;direct;6240735;6241658
alr5227;Chr;direct;6241808;6242290
alr5228;Chr;direct;6242293;6242862
alr5229;Chr;direct;6242911;6243771
alr5230;Chr;direct;6243778;6244872
alr5231;Chr;direct;6244901;6245590
alr5232;Chr;direct;6245808;6246422
alr5233;Chr;direct;6246541;6246948
alr5234;Chr;direct;6247062;6247472
alr5235;Chr;direct;6247505;6248551
alr5236;Chr;direct;6248548;6249912
alr5237;Chr;direct;6249905;6251158
alr5238;Chr;direct;6251167;6252315
alr5239;Chr;direct;6252417;6253586
alr5240;Chr;direct;6253630;6254397
all5241;Chr;comp;6255329;6254457
alr5242;Chr;direct;6255429;6256262
alr5243;Chr;direct;6256417;6256995
all5244;Chr;comp;6258000;6257218
all5245;Chr;comp;6258714;6258043
all5246;Chr;comp;6259565;6258726
all5247;Chr;comp;6260818;6260198
asl5248;Chr;comp;6261881;6261702
alr5249;Chr;direct;6262145;6264304
all5250;Chr;comp;6265645;6264560
alr5251;Chr;direct;6265968;6266915
alr5252;Chr;direct;6267099;6267788
alr5253;Chr;direct;6267959;6269215
alr5254;Chr;direct;6269313;6270209
all5255;Chr;comp;6271077;6270298
alr5256;Chr;direct;6271150;6271974
alr5257;Chr;direct;6272424;6273629
all5258;Chr;comp;6274367;6273708
alr5259;Chr;direct;6274706;6275203
alr5260;Chr;direct;6275480;6276550
asr5261;Chr;direct;6276802;6276978
asr5262;Chr;direct;6277367;6277546
all5263;Chr;comp;6278839;6277667
all5264;Chr;comp;6281099;6280437
all5265;Chr;comp;6283366;6281429
alr5266;Chr;direct;6283743;6284630
all5267;Chr;comp;6285408;6284680
asl5268;Chr;comp;6285631;6285413
alr5269;Chr;direct;6285771;6287063
alr5270;Chr;direct;6287286;6288548
alr5271;Chr;direct;6288587;6289153
alr5272;Chr;direct;6289564;6291819
all5273;Chr;comp;6292972;6292103
all5274;Chr;comp;6294059;6293316
alr5275;Chr;direct;6294377;6295807
all5276;Chr;comp;6296257;6295931
asl5277;Chr;comp;6296537;6296241
all5278;Chr;comp;6297726;6296596
alr5279;Chr;direct;6297878;6298909
all5280;Chr;comp;6301269;6298957
all5281;Chr;comp;6301836;6301534
all5282;Chr;comp;6303038;6302211
alr5283;Chr;direct;6303216;6303911
alr5284;Chr;direct;6304154;6305173
alr5285;Chr;direct;6305303;6306283
alr5286;Chr;direct;6306603;6307370
alr5287;Chr;direct;6307534;6308241
all5288;Chr;comp;6308938;6308285
asr5289;Chr;direct;6309160;6309321
alr5290;Chr;direct;6309476;6309847
alr5291;Chr;direct;6310388;6312055
all5292;Chr;comp;6312741;6312199
alr5293;Chr;direct;6313281;6314696
alr5294;Chr;direct;6314757;6317999
all5295;Chr;comp;6319080;6318076
alr5296;Chr;direct;6319079;6319879
alr5297;Chr;direct;6320041;6320433
asr5298;Chr;direct;6320845;6321066
alr5299;Chr;direct;6321066;6321698
alr5300;Chr;direct;6321706;6322131
alr5301;Chr;direct;6322260;6322976
alr5302;Chr;direct;6323259;6323804
alr5303;Chr;direct;6323912;6324304
all5304;Chr;comp;6326039;6324543
all5305;Chr;comp;6327012;6326137
all5306;Chr;comp;6327972;6327190
alr5307;Chr;direct;6328387;6329490
all5308;Chr;comp;6331379;6330066
all5309;Chr;comp;6334183;6331376
all5310;Chr;comp;6335276;6334290
all5311;Chr;comp;6338020;6335465
asr5312;Chr;direct;6338112;6338390
asr5313;Chr;direct;6338574;6338789
alr5314;Chr;direct;6339586;6341814
all5315;Chr;comp;6343153;6342287
all5316;Chr;comp;6344277;6343327
alr5317;Chr;direct;6344963;6346258
alr5318;Chr;direct;6346310;6347116
alr5319;Chr;direct;6347196;6348545
alr5320;Chr;direct;6348568;6349146
all5321;Chr;comp;6350254;6349223
all5322;Chr;comp;6351701;6350463
all5323;Chr;comp;6353610;6351778
alr5324;Chr;direct;6354143;6356074
asl5325;Chr;comp;6356284;6356087
alr5326;Chr;direct;6356693;6358624
all5327;Chr;comp;6360425;6358746
alr5328;Chr;direct;6360590;6360961
alr5329;Chr;direct;6361390;6362025
alr5330;Chr;direct;6362214;6363017
alr5331;Chr;direct;6363107;6365563
alr5332;Chr;direct;6365663;6366175
alr5333;Chr;direct;6366205;6366597
all5334;Chr;comp;6368160;6366931
alr5335;Chr;direct;6368786;6369112
all5336;Chr;comp;6369726;6369244
all5337;Chr;comp;6370127;6369825
alr5338;Chr;direct;6370769;6371569
all5339;Chr;comp;6372288;6371689
alr5340;Chr;direct;6372479;6373705
all5341;Chr;comp;6375079;6373814
all5342;Chr;comp;6376452;6375223
all5343;Chr;comp;6377849;6376587
all5344;Chr;comp;6378415;6377948
all5345;Chr;comp;6379530;6378529
all5346;Chr;comp;6380775;6379597
all5347;Chr;comp;6382031;6380832
alr5348;Chr;direct;6382653;6383996
asr5349;Chr;direct;6384517;6384726
asr5350;Chr;direct;6384847;6385125
alr5351;Chr;direct;6385520;6390145
alr5352;Chr;direct;6390364;6390852
alr5353;Chr;direct;6390967;6392679
alr5354;Chr;direct;6393203;6394564
alr5355;Chr;direct;6394808;6398137
alr5356;Chr;direct;6398724;6400052
alr5357;Chr;direct;6400156;6401676
alr5358;Chr;direct;6402230;6403093
all5359;Chr;comp;6403612;6403130
alr5360;Chr;direct;6404128;6404955
alr5361;Chr;direct;6405142;6406188
alr5362;Chr;direct;6406189;6407664
alr5363;Chr;direct;6407666;6408229
asr5364;Chr;direct;6408232;6408420
asr5365;Chr;direct;6408422;6408703
alr5366;Chr;direct;6408697;6409173
alr5367;Chr;direct;6409279;6410331
alr5368;Chr;direct;6410443;6411381
all5369;Chr;comp;6411867;6411385
alr5370;Chr;direct;6411990;6412619
all5371;Chr;comp;6413061;6412669
all0687C;Chr;comp;785522;784437
all0687N;Chr;comp;795467;794958
all7001;alpha;comp;60;407856
all7002;alpha;comp;548;165
alr7003;alpha;direct;1123;1719
all7004;alpha;comp;2477;1734
all7005;alpha;comp;3228;2527
asr7006;alpha;direct;3495;3743
alr7007;alpha;direct;3776;4126
all7008;alpha;comp;5200;4331
alr7009;alpha;direct;5254;5673
all7010;alpha;comp;7252;5798
all7011;alpha;comp;8292;7321
all7012;alpha;comp;9284;8304
all7013;alpha;comp;9731;9429
alr7014;alpha;direct;9975;12119
alr7015;alpha;direct;12278;12790
all7016;alpha;comp;13800;13033
alr7017;alpha;direct;13980;14408
asl7018;alpha;comp;14670;14491
alr7019;alpha;direct;14722;15603
alr7020;alpha;direct;15663;16238
all7021;alpha;comp;16749;16291
all7022;alpha;comp;17511;16909
asr7023;alpha;direct;17835;18122
all7024;alpha;comp;20208;18871
alr7025;alpha;direct;20196;20984
all7026;alpha;comp;24668;21363
all7027;alpha;comp;25702;24731
asl7028;alpha;comp;26473;26267
alr7029;alpha;direct;26757;27449
all7030;alpha;comp;30919;27521
all7031;alpha;comp;31774;31019
all7032;alpha;comp;32291;31833
all7033;alpha;comp;33185;32403
asl7034;alpha;comp;33545;33267
asl7035;alpha;comp;33779;33618
alr7036;alpha;direct;34234;34722
asr7037;alpha;direct;34840;35106
asr7038;alpha;direct;35123;35419
asr7039;alpha;direct;35789;35992
asr7040;alpha;direct;35983;36246
asr7041;alpha;direct;36251;36439
alr7042;alpha;direct;36498;37559
alr7043;alpha;direct;37622;38071
asr7044;alpha;direct;38075;38284
asr7045;alpha;direct;38320;38577
